chunks,type
our beginnings,not_skill
a multinational environment,not_skill
a work environment,not_skill
security solutions,not_skill
the developments,not_skill
the Financial Services Credit Risk domain Experience,not_skill
the business impact,not_skill
quantitative fields,not_skill
the research,not_skill
both personal and professional fronts,not_skill
this framework,not_skill
functional Data solutions model design prototyping evaluation productionisation,not_skill
proofs,not_skill
processing,not_skill
Zagreb Croatia,not_skill
every day,not_skill
tight timelines,not_skill
Thinking,not_skill
an organization s technology infrastructure,not_skill
Monthly meal,not_skill
data management platforms development,not_skill
senior skills,not_skill
secure coding principles,not_skill
a plus Strong grasp,not_skill
collaborative consultative problem,not_skill
career success,not_skill
our ambition,not_skill
a leading provider,not_skill
global business and industry expertise,not_skill
a leading IT company,not_skill
more than 1 billion views,not_skill
increased efficiency Conduct R D,not_skill
optimized data feature pipelines,not_skill
3 rd party vendor Requirements,not_skill
other related discipline,not_skill
sustainable value,not_skill
clear actions,not_skill
flat hierarchies,not_skill
Business Consultants Deloitte Certified Public Accountants Societe Anonyme,not_skill
model performance,not_skill
inquiries,not_skill
simultaneously Excellent oral and written communication skills,soft_skill
controls,not_skill
data retention policies,not_skill
 1 1 Bakalaros Group,not_skill
PwC,not_skill
desk research data sourcing,not_skill
YOUR ROLE,not_skill
strategies,not_skill
enterprise strategy customer value,not_skill
our WATTVOLTers,not_skill
user community,not_skill
Python,hard_skill
levels,not_skill
the best solutions,not_skill
the groupthrough Quarterly Semestrial Team Activities,not_skill
Responsibilities Investigation,not_skill
grounds,not_skill
machine learning features,not_skill
energy,not_skill
Warply Engage team,not_skill
skill based evaluation process,not_skill
the difference,not_skill
users Aisera,not_skill
Spark Core Hands,hard_skill
those parties,not_skill
courage,not_skill
the digital marketing strategy,not_skill
consulting company,not_skill
edge skills,hard_skill
SageMaker Google Cloud ML Familiarity,hard_skill
software performance,not_skill
Cloud Native Execution Paradigm low latency Streaming Batch and micro batch processing Understanding,hard_skill
Use programming technologies,not_skill
Portugal Spain,not_skill
premise,not_skill
analytics Work,not_skill
Pharma Life Science commercial functional knowledge,not_skill
this DB engine Kubernetes Airflow Redis Celery AWS,hard_skill
Industry or consulting experience,not_skill
positive global change,not_skill
a people centered culture,not_skill
all your learning,not_skill
Google Cloud,hard_skill
Expiration date,not_skill
Factory Data,not_skill
Computer Science and Business Management Strong commitment,not_skill
Solid understanding,not_skill
the end goal,not_skill
flexible Priority,not_skill
Assignment Flexible LI#PFE,not_skill
Marketing Departments platforms,not_skill
Permissions,not_skill
the risk,not_skill
your tenure,not_skill
ideally Python Minimum 2 years,hard_skill
Vertica,not_skill
the wider BD A team,not_skill
Develops,not_skill
the rollout,not_skill
the work Experience,not_skill
an asset Knowledge,not_skill
massively parallel data store and processing engines,not_skill
management Occasional travel,not_skill
database procedures,not_skill
more opportunities,not_skill
technical and non technical language Visionary,not_skill
any SQL DBMS spreadsheet software Experience ability,hard_skill
analysis solution design and services delivery,not_skill
relevant degree,not_skill
an efficient timely manner,not_skill
technical and soft skills Free access,not_skill
Azure Data Factory Azure SQL Database Azure Data Lake,hard_skill
Oracle SQL Developer and Power BI Python Machine Learning tools,hard_skill
a complaint,not_skill
over 150 countries,not_skill
Communication collaboration skills,soft_skill
innovative and agile projects,not_skill
Atypon,not_skill
DWH and analytics processes,not_skill
the developer,not_skill
our software applications,not_skill
Extra skills,not_skill
customers Requirements,not_skill
advanced Excel required Ability,hard_skill
software design,hard_skill
huge opportunities,not_skill
perception,not_skill
either an experienced manager,not_skill
organizations,not_skill
monthly reports,not_skill
other departments production,not_skill
efficiency practices,not_skill
LSTM CNN,hard_skill
Tickmill,not_skill
Advanced Analytics Machine Learning Data Visualization and Big Data Management solutions,hard_skill
the business Supports visualization,not_skill
coaching learning,not_skill
more informed decision,not_skill
the BI Reporting Data Science Machine Learning teams,hard_skill
fluid virtual infrastructures,not_skill
Data AI Transformation practice,hard_skill
web application development platforms,not_skill
a faster job application process,not_skill
appropriate modern technologies,not_skill
our insight,not_skill
any clarification,not_skill
our data architecture,not_skill
a multinational diverse and exceptional team,not_skill
all processes,not_skill
a commercial context,not_skill
ETL technologies Data Factory Pipelines,hard_skill
data factory pipelines,hard_skill
existing tender sources,not_skill
a leadership role,not_skill
ETL process design,hard_skill
technical enhancements,not_skill
clarity,not_skill
your CV motivation letter,not_skill
Terraform,not_skill
more than 20 years,not_skill
the environment,not_skill
machine learning statistics optimization,hard_skill
the PhD project,not_skill
us,not_skill
technical seminars,not_skill
suitable machine learning algorithms,hard_skill
the Life Story,not_skill
A unique opportunity,not_skill
discussions,not_skill
business intelligence implementations,not_skill
these technical skills,not_skill
the reason,not_skill
several retail providers restaurants,not_skill
powerful metrics,not_skill
Scala Java Strong SQL knowledge,hard_skill
The program manager,not_skill
At least 3 years,not_skill
Global Organization departments Correspondence,not_skill
MapR etc Development life cycle design,not_skill
launches,not_skill
data science ML,not_skill
data interfaces,not_skill
cohorts measures,not_skill
our HR team,not_skill
our products,not_skill
a footprint,not_skill
partners,not_skill
continuous personal improvement,not_skill
The Company,not_skill
projects breakdown,not_skill
Gaming Perks Work,not_skill
both batch ETL,not_skill
YOUR OPPORTUNITY,not_skill
C++ JAVA C# Net Experience,hard_skill
a quantitative discipline,not_skill
An agile working environment,not_skill
the review,not_skill
data integration data quality data modelling data warehouse data visualization advanced data analytics big data real time,hard_skill
commerce,not_skill
You,not_skill
senior management,not_skill
our VIP Department Responsibilities Translate business request,not_skill
software engineers,not_skill
a constant basis,not_skill
custom complex visualization tools,not_skill
managed services,not_skill
leadership,not_skill
#Vodafonespirit #Togetherwecan COMPANY NAME,not_skill
Data Engineering roles,not_skill
an empathic team player Ability,soft_skill
the Right Message,not_skill
a collaborative attitude,soft_skill
high quality training data transformation solutions,not_skill
Data Engineer,not_skill
Our company s highly specialized and experienced personnel,not_skill
the transition,not_skill
Your personal data,not_skill
Greening production lines,not_skill
already a 55+ specialized tech team,not_skill
continuous learning mentality,not_skill
Secure Software Development Lifecycle,not_skill
Clear,not_skill
robust modular and clean code,not_skill
new opportunities,not_skill
continuous training,not_skill
a Commercial Data Analyst The Company ELPEDISON,not_skill
document,not_skill
a small team,not_skill
The Team Degree,not_skill
our premises,not_skill
The main responsibilities,not_skill
responsibility,not_skill
a large scale production system Experience,not_skill
DevOps environment,hard_skill
the patients,not_skill
work life harmony,not_skill
end,not_skill
a technical expert,not_skill
product success,not_skill
Graph Databases,hard_skill
Proven experience,not_skill
Azure Data Factory or Apache Airflow Solid skills,hard_skill
bespoke analytics Lead ML engineering deployments,not_skill
data software engineering tools Experience,hard_skill
data formats,not_skill
review,not_skill
our interactive discussions,not_skill
management tools,not_skill
Data engineering Working experience,hard_skill
business decision,not_skill
a fully paid international conference,not_skill
The inventor,not_skill
SELT services,not_skill
the members,not_skill
application packaging,not_skill
shipping,not_skill
lunch commuting,not_skill
Data Analytics Solutions Build,hard_skill
Deloitte Business Process Solutions,not_skill
their full potential,not_skill
all our premises Huge learning experience,not_skill
organisations,not_skill
data warehousing workloads,not_skill
Applaudo Studios,not_skill
specific business questions,not_skill
wearable EEG devices,not_skill
premise databases,not_skill
Flexible work hours,not_skill
micro,not_skill
REQ7158 Data Analyst Finance Open MELCO Resorts Entertainment,not_skill
scattered information sources,not_skill
master,not_skill
business owners,not_skill
the box curiosity,not_skill
Python Experience,hard_skill
2 4 people,not_skill
Full Time,not_skill
your responsibilities,not_skill
a Data Science team,not_skill
our client s most complex business,not_skill
This communication,not_skill
English language Other Skills Customer orientation,hard_skill
your audience,not_skill
Excellent career growth opportunities,not_skill
statistical reporting Skills Competencies Developed presentation style,not_skill
data Manage,not_skill
at least 6 interactive data dashboards,not_skill
this advanced analytics environment,not_skill
best practices Support Product and Delivery teams,not_skill
trusted high end technology advisory services,not_skill
years,not_skill
related working experience,not_skill
a number,not_skill
campaigns,not_skill
Designs,not_skill
Data Engineer Responsibilities,not_skill
industry specific content,not_skill
previous working experience,not_skill
reporting dashboards,not_skill
a neutral or positive one Aims,not_skill
lifestyles,not_skill
intuitive data visualizations,hard_skill
BI projects,hard_skill
The skills,not_skill
our design,not_skill
ML libraries,hard_skill
techniques Learning,not_skill
efficiencies,not_skill
solution development teams,not_skill
the efficiency,not_skill
bonus scheme continuous training hybrid working model,not_skill
future vehicles,not_skill
Our customers,not_skill
Moro Tech,not_skill
a diverse and multidisciplinary environment,not_skill
Our culture,not_skill
European funded R D projects,not_skill
DevOps,hard_skill
the business area,not_skill
the growing volume,not_skill
modification Technical coordination,not_skill
mediation,not_skill
an excellent grasp,not_skill
Past experience,not_skill
presentations,not_skill
a bachelor,not_skill
our set,not_skill
varying levels,not_skill
abroad Interpreting written business requirements,not_skill
reliability Support,not_skill
a high quality work product,not_skill
Poland Deutsche Telekom Cloud Services Sp,not_skill
an interview viber,not_skill
the Covid 19 pandemic,not_skill
an agile and highly motivated Data Scientist,not_skill
analysis efforts,not_skill
postgraduate qualification,hard_skill
Data Ingestion Pipelines,not_skill
tuples dictionaries,not_skill
The minimum technical skills,not_skill
your area,not_skill
best practices Required Skills Experience 2+ years experience,not_skill
our dynamic team,not_skill
new and deeper insights,not_skill
data anomalies,not_skill
machine learning models,hard_skill
greater functionality,not_skill
the aim,not_skill
Swarm,not_skill
AB He,not_skill
loans,not_skill
the highest level,not_skill
data integrity consistency,not_skill
big data solutions,not_skill
requests,not_skill
the planet,not_skill
This individual,not_skill
DevOps Familiarity,hard_skill
a big client portfolio,not_skill
large databases,hard_skill
patterns trends,not_skill
complex data structures,not_skill
advice,not_skill
full benefits package,not_skill
the widest use,not_skill
Data and BI teams,hard_skill
English Previous working experience,hard_skill
students,not_skill
Greece Additional information,not_skill
a versatile AI Platform powering financial inclusion,not_skill
multiple data architecture paradigms SQL NoSQL Kafka Spark Practical experience,hard_skill
highly appreciated Knowledge,not_skill
business understanding,not_skill
new cloud technologies,not_skill
a plethora,not_skill
cloud computing providers,not_skill
application network and infrastructure Ability to analyse systems threat model new features,not_skill
The company,not_skill
Metro Line 1 Hybrid Work model,not_skill
OOB platforms,not_skill
the data lake components,not_skill
Executive level,not_skill
the promise,not_skill
Great knowledge,not_skill
your recommendations,not_skill
Success Strong communication presentation client service,soft_skill
the whole vibe,not_skill
a Data Engineer Experience,not_skill
The Job,not_skill
Greece Deutsche Telekom Cloud Services EE,not_skill
US based clients,not_skill
quality detail,not_skill
The successful applicant,not_skill
big data integration techniques Monitoring performance,not_skill
The Machine Learning Engineer,not_skill
technical support,not_skill
colleagues,not_skill
Chapters internal communities,not_skill
Azure Data Lake Data Lake Databricks Experience,hard_skill
the system Design,not_skill
Computer Science or Software Engineering Strong analytical skills team,hard_skill
statistical tools,hard_skill
experience collecting organizing,not_skill
business and technical requirements provision,not_skill
the functionality,not_skill
event,not_skill
location,not_skill
the Software Engineering Manager,not_skill
the midst,not_skill
Bachelors,hard_skill
complex solutions,not_skill
market intelligence data science and disruptive technology deployment,not_skill
Strict adherence,not_skill
ManpowerGroup Greece,not_skill
a suitable data infrastructure,not_skill
Product Delivery and ISDP teams,not_skill
content opportunities,not_skill
Computer Science Mathematics Statistics Operations Research,hard_skill
highly developed security systems precise analytics algorithms,not_skill
working,not_skill
details,not_skill
A hybrid working model,not_skill
the leading data and analytics company,not_skill
Data Science role Strong Experience,not_skill
batch,not_skill
our ETL data pipelines,hard_skill
highly motivated people,soft_skill
architectural models,not_skill
Machine Learning AI powered solutions Strong background,hard_skill
practical experience,not_skill
Technical Interview Time,not_skill
a UK company,not_skill
Lead Agile based project management standards,not_skill
the largest energy providers,not_skill
critical business processes,not_skill
outputs,not_skill
workflow engines,not_skill
Previous experience,not_skill
a Data Analyst Excellent coding skills Python,hard_skill
our client,not_skill
the technology stack requirements,not_skill
your weapon,not_skill
your activities,not_skill
clients industries,not_skill
Forecasting Scheduling Assignment Conduct,not_skill
agile techniques,not_skill
its capacity,not_skill
a Data Scientist Signal s Data Scientists,not_skill
People Businesses,not_skill
BI DWH design and implementations familiarity Solid experience,not_skill
initiatives,not_skill
security expertise,not_skill
industries,not_skill
fundamental Values,not_skill
a presence,not_skill
Pfizer s enterprise application,not_skill
large and or complex business efforts,not_skill
an automated environment,not_skill
deployment Convert,not_skill
our bi annual team event,not_skill
Advanced SQL,hard_skill
Our values,not_skill
at least one tool,not_skill
SQL etc programming XML Javascript,hard_skill
all teams,not_skill
its registered seat,not_skill
an incremental way,not_skill
two locations,not_skill
professional experience,not_skill
our product roadmap,not_skill
business terms Experience,not_skill
data discovery Visualizes,not_skill
the Tax function,not_skill
a proud signatory member,not_skill
Quality,not_skill
graduation studies marriages,not_skill
White Label Affiliates,not_skill
guarantee,not_skill
graph databases,hard_skill
highly configurable and performant dynamic data flows,not_skill
LinkedIn learning solutions,not_skill
5 engineers,not_skill
the BPS business,not_skill
a developmental 360 feedback framework Relocation package,not_skill
319G,not_skill
those fields,not_skill
Working experience,not_skill
discovery research clinical regulatory or safety domains,not_skill
the sort,not_skill
clear career paths,not_skill
Dimensional Data Modeling Proficiency,not_skill
attractive remuneration package,not_skill
all automated tasks,not_skill
multiple tenants Experience,not_skill
Tel IT,not_skill
both technology development and business partners Ability,not_skill
unique consumer insights,not_skill
Friendly environment,not_skill
a team spirit,soft_skill
speed Lead,not_skill
23 international offices,not_skill
Power BI Tableau,hard_skill
Data Science A fluency,not_skill
business intelligence data management,not_skill
IoT solutions development,hard_skill
Snowflake Apache Airflow dbt and Rudderstack Experience,hard_skill
A true team player,soft_skill
interview timeslots,not_skill
more than 200 countries,not_skill
multifunctional teams,not_skill
an exciting and challenging role,not_skill
assurance,not_skill
C2 IESOL certificate,not_skill
the new technologists,not_skill
Data Scientists,not_skill
a Leader,not_skill
the deployment configuration,not_skill
reusable widgets,not_skill
machine learning techniques,not_skill
a project team,not_skill
legally separate and independent entities,not_skill
Companies,not_skill
Scrum Kanban,hard_skill
their digital transformation,not_skill
The exceptional EY experience,not_skill
the USA,not_skill
the data scientists,not_skill
automate collection processes,not_skill
their unique needs,not_skill
a great learning environment,not_skill
a relocation,not_skill
visualization technologies,hard_skill
functional testing Description,not_skill
strong related background experience,not_skill
connectedness team bonding purposes,not_skill
associated data assets,not_skill
NoSQL database experience Experience,hard_skill
a people first company,not_skill
real world data problems,not_skill
digital platform engineering and development services,not_skill
our Spotfire dashboards,not_skill
ML Ops experience,hard_skill
a must Business Analysis performance,not_skill
a highly motivated team,not_skill
the real world,not_skill
Frontiers,not_skill
data transformation pipelines,not_skill
the help,not_skill
our Software Engineering team,not_skill
Data Warehousing Data Marts Database Integration Applications Streaming Data Ingestion and Streaming Analytics on Microsoft Azure Cloud Requirements,hard_skill
summits,not_skill
all the CVs,not_skill
a background check,not_skill
smartOptasia s Perks,not_skill
a scale,not_skill
our rewards package,not_skill
the UK personnel,not_skill
similar Python,hard_skill
data driven decisions,not_skill
at least one deep learning model family RNN CNN,hard_skill
our data team,not_skill
Private health insurance scheme,not_skill
science health humanities,not_skill
ML engineering research design,not_skill
any other party,not_skill
data sources data inconsistencies,not_skill
success Strong communication presentation client service,not_skill
the solutions Requirements University degree,not_skill
Denmark Cooperation,not_skill
TF agents garage,not_skill
our Consulting team,not_skill
vision,not_skill
a Data Analyst Bachelor s degree,hard_skill
Java Scala Experience,hard_skill
tailored customer experiences,not_skill
Statistics Superb communication and presentation skills team player Analytical mind,soft_skill
senior services delivery,not_skill
algorithms and data insights,hard_skill
Project Management,not_skill
positions,not_skill
a GWIer,not_skill
our new Restaurant Webhelp,not_skill
an incentive program,not_skill
a leading European IT Solutions and Services Group,not_skill
Focus,not_skill
the industry s best practices,not_skill
trends,not_skill
the common goal,not_skill
Azure Databricks GCP Teradata Business Intelligence knowledge Tableau,hard_skill
backgrounds,not_skill
ML AI models,hard_skill
Fragkoklisias,not_skill
the team s activities,not_skill
a good understanding,not_skill
S3 Athena RDS Glue Experience,hard_skill
open source,not_skill
Kafka Real time feature engineering Feature Store,hard_skill
their cognitive status,not_skill
the status,not_skill
next gen solutions,not_skill
holiday,not_skill
Python SQL programming languages,hard_skill
dream engineering,not_skill
small low cost sleep,not_skill
Cloud Data Services,hard_skill
analytics Collaborate,not_skill
Cloud Services entity,hard_skill
weekly Team meetings Adherence,not_skill
data products and analytics solutions,not_skill
overall architecture,not_skill
data domains,not_skill
file,not_skill
Management,not_skill
the Maritime domain Understanding,not_skill
its growing international presence,not_skill
our rapid growth,not_skill
Docker Jenkins Git,hard_skill
Coach and mentor fellow Data Engineers Required Skills Experience BSc MSc,hard_skill
your performance appraisal Ticket Restaurants Domain Trainings and Certifications Constant coaching,not_skill
testing,not_skill
Your main responsibilities,not_skill
data engineering experience business data analyst BS,not_skill
our workforce,not_skill
problem solving,soft_skill
PyTorch Dask TensorFlow Knowledge,hard_skill
online applications,not_skill
annotate,not_skill
modern projects,not_skill
This digital program,not_skill
many years,not_skill
Jenkins,hard_skill
a concept,not_skill
dependable Nice,not_skill
other Pfizer locations,not_skill
environments,not_skill
several ways,not_skill
our dynamic and highly motivated Technology team,not_skill
Your Personal Data,not_skill
internal customers,not_skill
talents,not_skill
SQL platform Collect data,hard_skill
a world leader,not_skill
their technology platforms,not_skill
Agoda,not_skill
a recognized industry leader,not_skill
distributed frameworks,not_skill
configurations,not_skill
the latest data platforms,not_skill
a culture,not_skill
Our offices,not_skill
its seat,not_skill
large scale platforms infrastructure,not_skill
inspiring ambitious and supportive people,soft_skill
its award,not_skill
already a 60+ specialized tech team,not_skill
prioritization,not_skill
effective decision,not_skill
new AI technologies,not_skill
an interesting opportunity,not_skill
other Verified model tuning experience,not_skill
the office hybrid model flexible working options,not_skill
the following skills,not_skill
Synthesizing data,not_skill
Science IT Computer Science,not_skill
advanced risk analytics ii design,not_skill
optimal data delivery architecture,not_skill
Airflow Experience,hard_skill
RESPONSIBILITIES,not_skill
the wave,not_skill
geospatial and spatiotemporal time series data,hard_skill
integrity Ability,not_skill
data science experience Experience,not_skill
a must Interview process,not_skill
career growth opportunities,not_skill
the variables,not_skill
Python R and API functionalities Experience,hard_skill
your specialist skills,not_skill
SQL Server Integration and Analysis Services,hard_skill
pharmaceutical biotech,not_skill
ELT workloads,hard_skill
Upper intermediate or higher English level,hard_skill
our customer,not_skill
the European Public sector,not_skill
platform evolution vendor scan,not_skill
Redis MongoDB ClickHouse Vertica Druid,hard_skill
business and data improvement opportunities,not_skill
ML engineering teams,not_skill
future,not_skill
Flexible,not_skill
a Data Engineering Manager,not_skill
development experience,not_skill
data identification exploration and action Visualize abstractions,not_skill
Story Telling,not_skill
complex data transformations,not_skill
data science,not_skill
statistical softwares,not_skill
Our work life,not_skill
Pandas SciPy NumPy etc Strong understanding,hard_skill
high quality,not_skill
an open feedback culture,not_skill
analytics platforms solutions,not_skill
incremental Data Science and Analytics solutions,not_skill
customer profiling,not_skill
Ayia Napa Paphos Larnaca,not_skill
our D A practice,not_skill
minimum supervision Decision maker,not_skill
other new team members,not_skill
equity inclusion,not_skill
the technologies,not_skill
customer acquisition operational efficiency,not_skill
both the customer s and the Agile Actor s team,not_skill
digital marketing Academic research experience,not_skill
the collection,not_skill
City,not_skill
BI reports,hard_skill
fun team members,not_skill
improvement Build processes,not_skill
the following requirements,not_skill
a Master s degree MSc,hard_skill
a business data analyst Experience,not_skill
responsibility Persuasive Communicator,soft_skill
json files,not_skill
the most suitable technological solution,not_skill
sponsored certificates,not_skill
the close collaboration,not_skill
Innovation,not_skill
our strong commitment,not_skill
Kafka Experience,hard_skill
analysis tools,not_skill
a talented graduate student,not_skill
design entertainment,not_skill
the main KPIs,not_skill
Azure certifications,hard_skill
tangible impact,not_skill
further recommendations,not_skill
online Dedicated time,not_skill
different departments Marketing Affiliates,not_skill
a team High achiever mindset,not_skill
dashboards Document various processes,not_skill
analytics software,not_skill
especially GCP,not_skill
Android,hard_skill
household names,not_skill
equivalent consulting experience,not_skill
Airflow dbt Experience,hard_skill
the chance,not_skill
a strategic partner,not_skill
clients,not_skill
key data sets,not_skill
Desired Languages,not_skill
Pfizer Business Units,not_skill
Preferred or Bonus Qualifications,not_skill
SSAS Experience,hard_skill
web development teams Migration,not_skill
life insurance,not_skill
analytics data science ML Ops and engineering Interface,hard_skill
standard products,not_skill
BI Reporting Visualisation platforms,hard_skill
the Right Physician,not_skill
ability,not_skill
the roadmap prioritization,not_skill
segmentation methods,not_skill
academic knowledge,not_skill
globally leading manufacturing company,not_skill
the individual,not_skill
Linux Experience,hard_skill
B7_NeuronAD_postdoc_11_2022,not_skill
competitive remuneration,not_skill
it,not_skill
the validity,not_skill
your own challenge,not_skill
quality assurance testing,not_skill
computational complexity Familiarity,hard_skill
guidance support,not_skill
No entity,not_skill
data science experience,not_skill
more than 1300 experts,not_skill
tech leaders Competitive compensation package,not_skill
data analysis Data preparation and quality control Training and evaluating machine learning models,not_skill
sports groups,not_skill
containerization and orchestration technologies,not_skill
prem,not_skill
product features,not_skill
AI team,not_skill
Schema Design Data Modelling and Metadata management Comfortable,not_skill
highly professional standards,not_skill
build pipeline Experience,not_skill
An active link,not_skill
high level programming languages,hard_skill
when emotional memory integration processes,not_skill
alternative teams,not_skill
Sitecore,not_skill
the front lines,not_skill
a polished way,not_skill
Artificial Intelligence AI driven solutions,not_skill
SQL and ETL process,hard_skill
integrations,not_skill
optimization,hard_skill
ICAAP Data mining data management,not_skill
Required Skills Experience MSc,hard_skill
Deloitte Alexander Competence Center S A,not_skill
TensorFlow PyTorch scikit,hard_skill
a STEM subject mathematics statistics computer science,hard_skill
Bucharest Splaiul Independentei,not_skill
a modern and robust platform,not_skill
IT project management,not_skill
the correct expectations,not_skill
Design,not_skill
best practises,not_skill
the Machine Learning team,not_skill
your team members,not_skill
the European market,not_skill
the corporate data warehouse,not_skill
unsolicited resumes,not_skill
Dimensional Modelling Data Marts,not_skill
descriptive analytics,not_skill
contracted position,not_skill
any other local legally protected characteristic #LI HYBRID,not_skill
Data Science Studio,not_skill
Pfizer s Virtual Analytics Workbench Qualifications,not_skill
Any,not_skill
data analysis e g aggregations,not_skill
Key Duties Responsibilities Collecting,not_skill
an online travel booking platform,not_skill
the collaboration,not_skill
APIs Databases,hard_skill
the recruitment process,not_skill
product management experience,not_skill
MLOps experience Master Degree,hard_skill
54 countries,not_skill
transform load,not_skill
blank certifications,not_skill
their continuous support maintenance,not_skill
data visualization techniques,hard_skill
MSSQL Reporting and Data Visualization tools especially Power BI and Reporting Services,hard_skill
temporary hardship,not_skill
any other local legally protected characteristic George Simeon Stergiopoulos,not_skill
fintech AI,not_skill
Apache Mahout,hard_skill
an SQL Data Engineer,hard_skill
multi disciplinary teams,not_skill
SQL HIVE Hadoop Kafka Spark Spark Streaming Cloud Azure Scala,hard_skill
end delivery lifecycle,not_skill
the respective local Pan Net entity,not_skill
Information Technology Computer Science,not_skill
one or more data analysis packages,not_skill
a fast moving dynamic organization Pension plan,not_skill
Annual team,not_skill
your projects,not_skill
written and spoken English company,hard_skill
new proposals,not_skill
Risk Advisory,not_skill
